species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
feltia-jaculifera,51.05,-114.083,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
agrotis-orthogonia,49.694,-112.842,AB,,unassigned,,,,
ochropleura-implecta,50.849,-110.698,AB,,assigned-contained,,CA:4804,,
diarsia-calgary,50.85,-113.967,AB,,unassigned,,,,
diarsia-dislocata,52.467,-116.083,AB,,unassigned,,,,
diarsia-dislocata,50.85,-113.967,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-clandestina,49.694,-112.842,AB,,unassigned,,,,
spaelotis-bicava,49.2,-113.304,AB,,unassigned,,,,
eurois-astricta,51.392,-115.2,AB,,unassigned,,,,
xestia-normanianus,50.85,-113.967,AB,,unassigned,,,,
xestia-praevia,53.665,-115.993,AB,,unassigned,,,,
prognorisma-substrigata,50.85,-113.967,AB,,unassigned,,,,
agnorisma-bugrai,50.85,-113.967,AB,,unassigned,,,,
agnorisma-bugrai,50.85,-113.967,AB,,unassigned,,,,
pseudohermonassa-tenuicula,51.05,-114.083,AB,,unassigned,,,,
pseudohermonassa-tenuicula,50.58,-113.874,AB,,unassigned,,,,
tholera-americana,49.694,-112.842,AB,,unassigned,,,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
anarta-fusculenta,49.694,-112.842,AB,,unassigned,,,,
polia-purpurissata,49.694,-112.842,AB,,unassigned,,,,
mythimna-oxygala,49.694,-112.842,AB,,unassigned,,,,
mythimna-oxygala,49.694,-112.842,AB,,unassigned,,,,
mythimna-oxygala,49.694,-112.842,AB,,unassigned,,,,
lasionycta-pulverea,50.209,-114.458,AB,,unassigned,,,,
lasionycta-pulverea,50.2,-114.44,AB,,unassigned,,,,
lacinipolia-pensilis,49.694,-112.842,AB,,unassigned,,,,
anhimella-contrahens,49.694,-112.842,AB,,unassigned,,,,
anhimella-contrahens,49.694,-112.842,AB,,unassigned,,,,
protorthodes-incincta,49.694,-112.842,AB,,unassigned,,,,
protorthodes-incincta,49.694,-112.842,AB,,unassigned,,,,
protorthodes-incincta,49.694,-112.842,AB,,unassigned,,,,
protorthodes-incincta,49.694,-112.842,AB,,unassigned,,,,
protorthodes-incincta,49.694,-112.842,AB,,unassigned,,,,
feltia-mollis,52.467,-116.083,AB,,unassigned,,,,
malacosoma-disstria,52.553,-114.636,AB,,unassigned,,,,
malacosoma-disstria,51.467,-112.7,AB,,unassigned,,,,
malacosoma-disstria,53.996,-110.901,AB,,unassigned,,,,
malacosoma-disstria,53.758,-110.901,AB,,unassigned,,,,
malacosoma-disstria,52.882,-110.994,AB,,unassigned,,,,
malacosoma-disstria,49.694,-112.842,AB,,unassigned,,,,
malacosoma-disstria,53.283,-110,AB,,unassigned,,,,
malacosoma-disstria,49.401,-110.695,AB,,unassigned,,,,
malacosoma-disstria,50.044,-110.675,AB,,unassigned,,,,
malacosoma-disstria,49.881,-113.056,AB,,unassigned,,,,
malacosoma-disstria,52.269,-113.81,AB,,unassigned,,,,
malacosoma-disstria,52.375,-114.992,AB,,unassigned,,,,
malacosoma-disstria,53.637,-113.62,AB,,unassigned,,,,
malacosoma-disstria,51.183,-110.583,AB,,assigned-contained,,CA:4804,,
malacosoma-disstria,53.717,-111.733,AB,,unassigned,,,,
malacosoma-disstria,52.967,-113.377,AB,,unassigned,,,,
malacosoma-disstria,54.141,-115.867,AB,,unassigned,,,,
malacosoma-disstria,52.965,-114.423,AB,,unassigned,,,,
malacosoma-californicum,50.757,-113.129,AB,,unassigned,,,,
malacosoma-californicum,51.167,-115.566,AB,,unassigned,,,,
malacosoma-californicum,49.457,-114.197,AB,,unassigned,,,,
malacosoma-californicum,51.069,-111.974,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,49.55,-114.283,AB,,unassigned,,,,
malacosoma-californicum,51.05,-114.083,AB,,unassigned,,,,
malacosoma-californicum,49.631,-114.693,AB,,assigned-fallback,,CA:5901,0.387,
malacosoma-californicum,50.9,-114.016,AB,,unassigned,,,,
malacosoma-californicum,50.58,-113.874,AB,,unassigned,,,,
malacosoma-californicum,49.7,-112.7,AB,,unassigned,,,,
malacosoma-californicum,50.531,-114.231,AB,,unassigned,,,,
malacosoma-californicum,50.044,-110.675,AB,,unassigned,,,,
malacosoma-californicum,52.467,-116.083,AB,,unassigned,,,,
malacosoma-californicum,50.726,-113.978,AB,,unassigned,,,,
malacosoma-californicum,49.398,-110.873,AB,,unassigned,,,,
malacosoma-californicum,50.85,-113.967,AB,,unassigned,,,,
malacosoma-californicum,50.626,-110.226,AB,,assigned-fallback,,CA:4804,0.060,
malacosoma-californicum,50.675,-114.28,AB,,unassigned,,,,
malacosoma-californicum,51.3,-115,AB,,unassigned,,,,
malacosoma-californicum,49.05,-113.9,AB,,unassigned,,,,
malacosoma-californicum,49.05,-113.9,AB,,unassigned,,,,
malacosoma-californicum,54.141,-115.684,AB,,unassigned,,,,
malacosoma-californicum,50.788,-112.468,AB,,unassigned,,,,
malacosoma-californicum,53.659,-111.366,AB,,unassigned,,,,
malacosoma-californicum,54.183,-110.6,AB,,unassigned,,,,
malacosoma-californicum,50.567,-111.895,AB,,unassigned,,,,
malacosoma-californicum,53.572,-110.714,AB,,unassigned,,,,
malacosoma-californicum,54.45,-110.166,AB,,unassigned,,,,
malacosoma-californicum,52.008,-110.774,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,52.095,-111.448,AB,,unassigned,,,,
malacosoma-californicum,52.017,-111.233,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,51.67,-112.243,AB,,unassigned,,,,
malacosoma-californicum,52.455,-110.828,AB,,unassigned,,,,
malacosoma-californicum,53.65,-110.967,AB,,unassigned,,,,
malacosoma-californicum,53.588,-110.525,AB,,unassigned,,,,
malacosoma-californicum,53.901,-110.901,AB,,unassigned,,,,
malacosoma-californicum,49.661,-110.282,AB,,unassigned,,,,
malacosoma-californicum,53.838,-113.328,AB,,unassigned,,,,
malacosoma-californicum,51.646,-111.925,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,51.62,-111.867,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,50.48,-110.033,AB,,unassigned,,,,
malacosoma-californicum,49.955,-110.277,AB,,unassigned,,,,
malacosoma-californicum,54.199,-110.328,AB,,unassigned,,,,
malacosoma-californicum,53.283,-110,AB,,unassigned,,,,
malacosoma-californicum,49.401,-110.695,AB,,unassigned,,,,
malacosoma-californicum,53.518,-110.33,AB,,unassigned,,,,
malacosoma-californicum,51.563,-112.738,AB,,unassigned,,,,
malacosoma-californicum,49.983,-110.4,AB,,unassigned,,,,
malacosoma-californicum,52.353,-110.265,AB,,unassigned,,,,
malacosoma-californicum,51.183,-110.583,AB,,assigned-contained,,CA:4804,,
malacosoma-californicum,49.815,-112.164,AB,,unassigned,,,,
phyllodesma-americana,50.757,-113.129,AB,,unassigned,,,,
phyllodesma-americana,50.855,-114.798,AB,,unassigned,,,,
phyllodesma-americana,51.05,-114.083,AB,,unassigned,,,,
phyllodesma-americana,49.631,-114.693,AB,,assigned-fallback,,CA:5901,0.387,
phyllodesma-americana,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
phyllodesma-americana,49.392,-110.86,AB,,unassigned,,,,
phyllodesma-americana,50.85,-113.967,AB,,unassigned,,,,
phyllodesma-americana,49.033,-110.433,AB,,unassigned,,,,
phyllodesma-americana,50.834,-111.603,AB,,assigned-contained,,CA:4804,,
phyllodesma-americana,49.1,-113.953,AB,,unassigned,,,,
phyllodesma-americana,49.083,-111.612,AB,,unassigned,,,,
tolype-distincta,49.1,-113.953,AB,,unassigned,,,,
tolype-distincta,49.056,-113.915,AB,,unassigned,,,,
zanclognatha-jacchusalis,51.834,-113.011,AB,,unassigned,,,,
phalaenostola-metonalis,51.834,-113.011,AB,,unassigned,,,,
hemeroplanis-historialis,51.834,-113.011,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
sympistis-stabilis,51.834,-113.011,AB,,unassigned,,,,
sympistis-fifia,51.834,-113.011,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
sympistis-major,51.834,-113.011,AB,,unassigned,,,,
copablepharon-viridisparsa,51.05,-114.083,AB,,unassigned,,,,
schinia-cumatilis,49.694,-112.842,AB,,unassigned,,,,
schinia-cumatilis,49.694,-112.842,AB,,unassigned,,,,
caradrina-montana,49.694,-112.842,AB,,unassigned,,,,
caradrina-montana,49.694,-112.842,AB,,unassigned,,,,
caradrina-montana,49.694,-112.842,AB,,unassigned,,,,
caradrina-montana,51.834,-113.011,AB,,unassigned,,,,
apamea-inficita,49.694,-112.842,AB,,unassigned,,,,
apamea-inficita,51.834,-113.011,AB,,unassigned,,,,
apamea-devastator,49.694,-112.842,AB,,unassigned,,,,
apamea-devastator,49.694,-112.842,AB,,unassigned,,,,
resapamea-passer,49.694,-112.842,AB,,unassigned,,,,
resapamea-passer,49.694,-112.842,AB,,unassigned,,,,
resapamea-passer,49.694,-112.842,AB,,unassigned,,,,
sunira-bicolorago,49.694,-112.842,AB,,unassigned,,,,
sunira-bicolorago,49.694,-112.842,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
anathix-aggressa,49.694,-112.842,AB,,unassigned,,,,
anathix-aggressa,49.694,-112.842,AB,,unassigned,,,,
parastichtis-suspecta,51.834,-113.011,AB,,unassigned,,,,
parastichtis-suspecta,51.834,-113.011,AB,,unassigned,,,,
ipimorpha-pleonectusa,49.694,-112.842,AB,,unassigned,,,,
ipimorpha-pleonectusa,49.694,-112.842,AB,,unassigned,,,,
ipimorpha-pleonectusa,49.694,-112.842,AB,,unassigned,,,,
ipimorpha-pleonectusa,49.694,-112.842,AB,,unassigned,,,,
leucania-multilinea,51.834,-113.011,AB,,unassigned,,,,
leucania-commoides,51.834,-113.011,AB,,unassigned,,,,
lacinipolia-renigera,51.834,-113.011,AB,,unassigned,,,,
euxoa-scandens,51.834,-113.011,AB,,unassigned,,,,
clostera-albosigma,52.487,-112.217,AB,,unassigned,,,,
clostera-albosigma,49.631,-114.693,AB,,assigned-fallback,,CA:5901,0.387,
clostera-albosigma,53.55,-113.466,AB,,unassigned,,,,
clostera-albosigma,52.17,-113.47,AB,,unassigned,,,,
clostera-albosigma,53.448,-117.797,AB,,unassigned,,,,
clostera-albosigma,51.067,-115.127,AB,,unassigned,,,,
clostera-albosigma,49.694,-112.842,AB,,unassigned,,,,
clostera-albosigma,50.044,-110.675,AB,,unassigned,,,,
clostera-albosigma,54.5,-111.59,AB,,unassigned,,,,
hemileuca-nevadensis,52.727,-110.367,AB,,unassigned,,,,
hemileuca-eglanterina,49.485,-113.948,AB,,unassigned,,,,
hemileuca-eglanterina,49.486,-114.117,AB,,unassigned,,,,
hemileuca-eglanterina,49.486,-114.117,AB,,unassigned,,,,
ceratomia-amyntor,50.83,-111.16,AB,,assigned-contained,,CA:4804,,
hemaris-diffinis,53.55,-113.466,AB,,unassigned,,,,
hemaris-diffinis,49.661,-110.282,AB,,unassigned,,,,
hemaris-diffinis,50.83,-111.16,AB,,assigned-contained,,CA:4804,,
hemaris-diffinis,50.83,-111.16,AB,,assigned-contained,,CA:4804,,
hemaris-diffinis,49.694,-112.842,AB,,unassigned,,,,
hemaris-diffinis,49.05,-114,AB,,unassigned,,,,
hemaris-thetis,49.38,-114.37,AB,,unassigned,,,,
hemaris-thetis,49.34,-114.42,AB,,unassigned,,,,
hemaris-thetis,49.631,-114.693,AB,,assigned-fallback,,CA:5901,0.387,
hemaris-thetis,54.01,-113.27,AB,,unassigned,,,,
hemaris-thetis,50.85,-113.967,AB,,unassigned,,,,
hemaris-thetis,49.05,-113.9,AB,,unassigned,,,,
acronicta-perdita,42.194,-123.652,OR,,assigned-contained,,US:41033,,
dasychira-vagans,53.55,-113.466,AB,,unassigned,,,,
dasychira-vagans,50.85,-113.967,AB,,unassigned,,,,
chelis-beanii,51.167,-115.566,AB,,unassigned,,,,
chelis-beanii,51.433,-116.183,AB,,unassigned,,,,
chelis-beanii,49.05,-113.9,AB,,unassigned,,,,
apantesis-obliterata,52.467,-116.083,AB,,unassigned,,,,
apantesis-obliterata,52.467,-116.083,AB,,unassigned,,,,
apantesis-obliterata,52.467,-116.083,AB,,unassigned,,,,
apantesis-williamsii,50.747,-111.185,AB,,assigned-contained,,CA:4804,,
crambidia-casta,52.486,-112.206,AB,,unassigned,,,,
crambidia-casta,52.486,-112.206,AB,,unassigned,,,,
crambidia-casta,52.53,-112.7,AB,,unassigned,,,,
crambidia-casta,52.53,-112.7,AB,,unassigned,,,,
crambidia-casta,52.53,-112.7,AB,,unassigned,,,,
crambidia-casta,52.53,-112.7,AB,,unassigned,,,,
crambidia-casta,52.53,-112.7,AB,,unassigned,,,,
crambidia-casta,51.93,-112.97,AB,,unassigned,,,,
crambidia-casta,51.93,-112.97,AB,,unassigned,,,,
crambidia-casta,51.93,-112.97,AB,,unassigned,,,,
crambidia-casta,51.93,-112.97,AB,,unassigned,,,,
crambidia-casta,51.93,-112.97,AB,,unassigned,,,,
crambidia-casta,52.09,-112.425,AB,,unassigned,,,,
crambidia-casta,52.154,-112.712,AB,,unassigned,,,,
crambidia-casta,52.31,-113.05,AB,,unassigned,,,,
crambidia-casta,52.46,-112.88,AB,,unassigned,,,,
crambidia-casta,52.46,-112.88,AB,,unassigned,,,,
crambidia-casta,51.835,-113.011,AB,,unassigned,,,,
crambidia-casta,51.8,-113.02,AB,,unassigned,,,,
crambidia-casta,51.8,-113.02,AB,,unassigned,,,,
crambidia-casta,51.8,-113.02,AB,,unassigned,,,,
crambidia-casta,51.8,-113.02,AB,,unassigned,,,,
spilosoma-virginica,50.751,-113.13,AB,,unassigned,,,,
spilosoma-virginica,50.751,-113.13,AB,,unassigned,,,,
spilosoma-virginica,52.486,-112.206,AB,,unassigned,,,,
spilosoma-virginica,51.93,-112.97,AB,,unassigned,,,,
spilosoma-virginica,51.958,-112.942,AB,,unassigned,,,,
spilosoma-virginica,52.53,-113.65,AB,,unassigned,,,,
spilosoma-virginica,52.463,-112.895,AB,,unassigned,,,,
spilosoma-virginica,52.46,-112.88,AB,,unassigned,,,,
spilosoma-virginica,52.09,-112.425,AB,,unassigned,,,,
crambidia-casta,49.05,-113.9,AB,,unassigned,,,,
chelis-sordida,51.167,-115.566,AB,,unassigned,,,,
chelis-beanii,50.209,-114.458,AB,,unassigned,,,,
chelis-beanii,50.209,-114.458,AB,,unassigned,,,,
chelis-beanii,51.433,-116.183,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
apantesis-nevadensis,51.05,-114.083,AB,,unassigned,,,,
apantesis-nevadensis,51.05,-114.083,AB,,unassigned,,,,
apantesis-nevadensis,51.05,-114.083,AB,,unassigned,,,,
apantesis-nevadensis,51.05,-114.083,AB,,unassigned,,,,
arctia-parthenos,50.95,-114.583,AB,,unassigned,,,,
phragmatobia-fuliginosa,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,54.151,-114.479,AB,,unassigned,,,,
spilosoma-virginica,54.151,-114.479,AB,,unassigned,,,,
spilosoma-virginica,54.151,-114.479,AB,,unassigned,,,,
spilosoma-virginica,54.46,-111.58,AB,,unassigned,,,,
chelis-sordida,53.967,-119.2,AB,,unassigned,,,,
arctia-yarrowii,52.85,-117.283,AB,,unassigned,,,,
arctia-yarrowii,52.85,-117.283,AB,,unassigned,,,,
gnophaela-vermiculata,53.667,-118.616,AB,,unassigned,,,,
ctenucha-virginica,53.95,-112.017,AB,,unassigned,,,,
ctenucha-virginica,53.951,-113.108,AB,,unassigned,,,,
chelis-sordida,49.817,-114.416,AB,,unassigned,,,,
chelis-beanii,50.2,-114.44,AB,,unassigned,,,,
apantesis-nevadensis,49.7,-112.816,AB,,unassigned,,,,
apantesis-williamsii,49.7,-112.816,AB,,unassigned,,,,
arctia-caja,49.7,-112.816,AB,,unassigned,,,,
arctia-caja,49.7,-112.816,AB,,unassigned,,,,
crambidia-casta,51.05,-114.083,AB,,unassigned,,,,
crambidia-casta,50.762,-111.513,AB,,assigned-fallback,,CA:4804,0.310,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.55,-113.466,AB,,unassigned,,,,
crambidia-casta,53.523,-114.907,AB,,unassigned,,,,
crambidia-casta,53.838,-113.328,AB,,unassigned,,,,
crambidia-casta,49.7,-112.816,AB,,unassigned,,,,
crambidia-casta,50.838,-111.61,AB,,assigned-contained,,CA:4804,,
crambidia-casta,50.838,-111.61,AB,,assigned-contained,,CA:4804,,
crambidia-casta,50.838,-111.61,AB,,assigned-contained,,CA:4804,,
crambidia-casta,51.831,-113.001,AB,,unassigned,,,,
crambidia-casta,53.566,-113.822,AB,,unassigned,,,,
chelis-sordida,50.85,-115.267,AB,,unassigned,,,,
chelis-beanii,49.57,-114.377,AB,,unassigned,,,,
chelis-beanii,49.12,-114.12,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
chelis-beanii,50.509,-114.819,AB,,unassigned,,,,
chelis-beanii,52.967,-117.316,AB,,unassigned,,,,
chelis-beanii,52.967,-117.316,AB,,unassigned,,,,
chelis-beanii,53.45,-118.25,AB,,unassigned,,,,
arctia-yarrowii,53.717,-118.566,AB,,unassigned,,,,
arctia-yarrowii,53.717,-118.566,AB,,unassigned,,,,
arctia-yarrowii,52.85,-117.283,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,50.2,-114.516,AB,,unassigned,,,,
arctia-yarrowii,52.983,-117.333,AB,,unassigned,,,,
arctia-yarrowii,52.25,-117.233,AB,,unassigned,,,,
arctia-yarrowii,53.717,-118.566,AB,,unassigned,,,,
arctia-yarrowii,53.717,-118.566,AB,,unassigned,,,,
arctia-yarrowii,52.85,-117.283,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
arctia-yarrowii,52.467,-116.083,AB,,unassigned,,,,
spilosoma-virginica,50.849,-110.697,AB,,assigned-contained,,CA:4804,,
spilosoma-virginica,49.833,-111.518,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,53.55,-113.466,AB,,unassigned,,,,
spilosoma-virginica,54.257,-111.005,AB,,unassigned,,,,
spilosoma-virginica,53.401,-112.808,AB,,unassigned,,,,
spilosoma-virginica,49.962,-112.084,AB,,unassigned,,,,
spilosoma-virginica,53.326,-113.092,AB,,unassigned,,,,
spilosoma-virginica,53.326,-113.092,AB,,unassigned,,,,
spilosoma-virginica,53.326,-113.092,AB,,unassigned,,,,
spilosoma-virginica,52.267,-113.8,AB,,unassigned,,,,
spilosoma-virginica,49.815,-112.164,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
spilosoma-virginica,53.566,-113.822,AB,,unassigned,,,,
dodia-albertae,52.75,-116.35,AB,,unassigned,,,,
dodia-albertae,53.674,-118.184,AB,,unassigned,,,,
hypercompe-permaculata,49.082,-111.615,AB,,unassigned,,,,
chelis-beanii,52.467,-116.083,AB,,unassigned,,,,
apantesis-obliterata,51.05,-114.083,AB,,unassigned,,,,
dodia-albertae,50.85,-113.967,AB,,unassigned,,,,
dodia-albertae,50.85,-113.967,AB,,unassigned,,,,
dodia-albertae,50.85,-113.967,AB,,unassigned,,,,
arctia-plantaginis,49.486,-114.117,AB,,unassigned,,,,
arctia-plantaginis,49.486,-114.117,AB,,unassigned,,,,
gnophaela-vermiculata,49.373,-114.297,AB,,unassigned,,,,
agrotis-orthogonia,49.55,-113.817,AB,,unassigned,,,,
feltia-mollis,50.533,-121.717,BC,,assigned-contained,,CA:5933,,
actebia-balanitis,51.05,-114.083,AB,,unassigned,,,,
dichagyris-variabilis,48.816,-123.613,BC,,assigned-contained,,CA:5919,,
drasteria-hudsonica,49.06,-113.93,AB,,unassigned,,,,
arctia-yarrowii,52.217,-117.166,AB,,unassigned,,,,
pheosidea-elegans,42.124,-114.218,ID,,assigned-contained,,US:16031,,
orgyia-pseudotsugata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
crambidia-casta,42.697,-112.958,ID,,assigned-contained,,US:16077,,
apantesis-nevadensis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apantesis-williamsii,42.124,-114.218,ID,,assigned-contained,,US:16031,,
arctia-caja,42.124,-114.218,ID,,assigned-contained,,US:16031,,
idia-aemula,42.124,-114.218,ID,,assigned-contained,,US:16031,,
scoliopteryx-libatrix,42.124,-114.218,ID,,assigned-contained,,US:16031,,
catocala-relicta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
catocala-grotiana,42.124,-114.218,ID,,assigned-contained,,US:16031,,
eosphoropteryx-thyatyroides,42.124,-114.218,ID,,assigned-contained,,US:16031,,
autographa-californica,42.124,-114.218,ID,,assigned-contained,,US:16031,,
syngrapha-celsa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
cucullia-similaris,42.124,-114.218,ID,,assigned-contained,,US:16031,,
cucullia-postera,42.697,-112.958,ID,,assigned-contained,,US:16077,,
cucullia-dorsalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
amphipyra-tragopoginis,42.184,-111.641,ID,,assigned-contained,,US:16041,,
sympistis-albifasciata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-umbrifascia,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-fifia,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-glennyi,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-poliochroa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-cibalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-hayesi,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-meadiana,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-figurata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
sympistis-semicollaris,42.124,-114.218,ID,,assigned-contained,,US:16031,,
schinia-acutilinea,42.697,-112.958,ID,,assigned-contained,,US:16077,,
schinia-walsinghami,42.697,-112.958,ID,,assigned-contained,,US:16077,,
schinia-tertia,42.697,-112.958,ID,,assigned-contained,,US:16077,,
caradrina-meralis,42.184,-111.641,ID,,assigned-contained,,US:16041,,
caradrina-camina,42.184,-111.641,ID,,assigned-contained,,US:16041,,
caradrina-montana,42.124,-114.218,ID,,assigned-contained,,US:16031,,
caradrina-atrostriga,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apamea-auranticolor,42.184,-111.641,ID,,assigned-contained,,US:16041,,
apamea-occidens,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apamea-occidens,42.184,-111.641,ID,,assigned-contained,,US:16041,,
apamea-amputatrix,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apamea-longula,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apamea-scoparia,42.124,-114.218,ID,,assigned-contained,,US:16031,,
apamea-scoparia,42.184,-111.641,ID,,assigned-contained,,US:16041,,
apamea-cogitata,42.184,-111.641,ID,,assigned-contained,,US:16041,,
apamea-devastator,42.124,-114.218,ID,,assigned-contained,,US:16031,,
oligia-rampartensis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
oligia-rampartensis,42.184,-111.641,ID,,assigned-contained,,US:16041,,
oligia-divesta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
oligia-divesta,42.184,-111.641,ID,,assigned-contained,,US:16041,,
neoligia-tonsa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
neoligia-tonsa,42.184,-111.641,ID,,assigned-contained,,US:16041,,
neoligia-invenusta,42.184,-111.641,ID,,assigned-contained,,US:16041,,
hydraecia-medialis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
